Date,Price,Returns,State
1997-02-28,6923.5,-0.008471261117870428,0
1997-03-03,6874.2998046875,-0.007131630337621899,2
1997-03-04,6918.5,0.006409191352292208,2
1997-03-05,6852.0,-0.009658402665428487,2
1997-03-06,6947.7998046875,0.013884454129318675,0
1997-03-07,6944.7001953125,-0.00044622773819435026,2
1997-03-10,7001.7001953125,0.008174197755161403,0
1997-03-11,7079.39990234375,0.011036139949207806,0
1997-03-12,7084.39990234375,0.0007060252582844282,2
1997-03-13,7034.3701171875,-0.00708701883887165,0
1997-03-14,6878.509765625,-0.022406126327101168,2
1997-03-17,6934.2998046875,0.008078058581768017,2
1997-03-18,6954.39990234375,0.002894455508902171,0
1997-03-19,6896.2001953125,-0.00840397515757368,0
1997-03-20,6872.39990234375,-0.0034571875870195276,0
1997-03-21,6819.89990234375,-0.007668581323790425,2
1997-03-24,6805.2001953125,-0.0021577401456407343,0
1997-03-25,6909.0,0.015137854980333525,2
1997-03-26,6874.2998046875,-0.00503511773164815,0
1997-03-27,6880.0,0.0008288601702427004,0
1997-03-31,6739.7998046875,-0.020588430030786826,0
1997-04-01,6583.5,-0.023463703100204146,2
1997-04-02,6609.89990234375,0.0040019915676141014,0
1997-04-03,6516.2998046875,-0.014261810159169552,0
1997-04-04,6477.39990234375,-0.005987520019009334,2
1997-04-07,6528.7001953125,0.00788869201748451,2
1997-04-08,6556.7001953125,0.0042795851710729855,0
1997-04-09,6610.2998046875,0.008141551673867391,2
1997-04-10,6563.7998046875,-0.007059335284565562,0
1997-04-11,6537.7001953125,-0.0039842222494344565,0
1997-04-14,6392.10009765625,-0.022522583357180694,2
1997-04-15,6452.7001953125,0.009435809961756088,2
1997-04-16,6583.10009765625,0.02000709571061689,0
1997-04-17,6677.89990234375,0.014297778394956738,2
1997-04-18,6657.7998046875,-0.0030144819272764738,0
1997-04-21,6705.2001953125,0.007094303588503805,2
1997-04-22,6659.7998046875,-0.006793949159222443,0
1997-04-23,6835.2001953125,0.025996334733865242,2
1997-04-24,6813.5,-0.0031798212704017914,2
1997-04-25,6791.10009765625,-0.00329299243265158,0
1997-04-28,6736.5,-0.008072443561321394,0
1997-04-29,6783.830078125,0.007001348515947012,2
1997-04-30,6957.60009765625,0.025292750599616064,0
1997-05-01,7008.990234375,0.007359042889985669,2
1997-05-02,6978.10009765625,-0.004416956808942502,2
1997-05-05,7070.0,0.013083792498109514,2
1997-05-06,7215.7001953125,0.02039875477594088,2
1997-05-07,7225.2998046875,0.001329493911638403,0
1997-05-08,7085.7001953125,-0.01951003248723754,2
1997-05-09,7135.7998046875,0.007045644499501672,0
1997-05-12,7169.1201171875,0.004658589204692898,2
1997-05-13,7288.60009765625,0.01652856726750326,0
1997-05-14,7272.60009765625,-0.0021976219301675067,0
1997-05-15,7285.2998046875,0.00174471734769082,2
1997-05-16,7328.60009765625,0.005925922576606169,2
1997-05-19,7194.2998046875,-0.018495496401079014,0
1997-05-20,7228.10009765625,0.004687202557122972,0
1997-05-21,7299.7998046875,0.009870702532194638,2
1997-05-22,7290.7001953125,-0.0012473336149954684,2
1997-05-23,7260.60009765625,-0.004137106647806709,0
1997-05-27,7342.2001953125,0.011176068338812049,2
1997-05-28,7380.7998046875,0.005243455520279585,0
1997-05-29,7351.7001953125,-0.003950401794433036,2
1997-05-30,7327.60009765625,-0.0032835515083979587,2
1997-06-02,7331.0,0.00046387818510169063,0
1997-06-03,7287.2998046875,-0.005978851997063623,0
1997-06-04,7312.14990234375,0.0034042545649038106,2
1997-06-05,7269.7001953125,-0.0058222827232060625,0
1997-06-06,7305.7001953125,0.004939840037490068,2
1997-06-09,7442.39990234375,0.018538472227030808,2
1997-06-10,7479.7998046875,0.005012663198405796,0
1997-06-11,7538.39990234375,0.007803917406892696,2
1997-06-12,7574.10009765625,0.004724600393096979,2
1997-06-13,7713.7001953125,0.018263448671725257,2
1997-06-16,7781.10009765625,0.008699734900458876,0
1997-06-17,7771.2001953125,-0.0012731111789788245,2
1997-06-18,7759.8701171875,-0.0014590211629887198,0
1997-06-19,7716.43994140625,-0.005612486389970976,2
1997-06-20,7778.89990234375,0.008061817276004848,2
1997-06-23,7797.8701171875,0.0024357070430686793,0
1997-06-24,7607.7001953125,-0.024689716546352717,2
1997-06-25,7758.10009765625,0.0195765534804675,2
1997-06-26,7688.89990234375,-0.008959753770307432,2
1997-06-27,7653.7998046875,-0.004575486656421644,2
1997-06-30,7688.60009765625,0.004536494012943965,2
1997-07-01,7678.0,-0.0013796284500429124,2
1997-07-02,7721.7001953125,0.0056754757638827,2
1997-07-03,7797.0,0.009704471984974159,2
1997-07-07,7896.5,0.012680579000509402,0
1997-07-08,7858.0,-0.004887502191704268,2
1997-07-09,7961.39990234375,0.013072730385824774,2
1997-07-10,7852.7998046875,-0.013734720299394446,2
1997-07-11,7887.2099609375,0.004372323979620389,0
1997-07-14,7920.39990234375,0.004199242069471545,2
1997-07-15,7926.0,0.0007067974964527631,2
1997-07-16,7973.2001953125,0.005937447594354364,2
1997-07-17,8037.0,0.007969936867983628,2
1997-07-18,8020.5,-0.002055115155822442,2
1997-07-21,7890.89990234375,-0.016290579657027703,2
1997-07-22,7906.02001953125,0.0019143126482504037,0
1997-07-23,8063.2998046875,0.01969838071725229,0
1997-07-24,8089.2998046875,0.003219298822957192,0
1997-07-25,8116.2001953125,0.003319911799400046,2
1997-07-28,8113.39990234375,-0.0003450846576242103,2
1997-07-29,8121.10009765625,0.0009486212559596236,2
1997-07-30,8175.0,0.0066150917793905495,2
1997-07-31,8257.0,0.009980608651974475,0
1997-08-01,8222.7998046875,-0.004150565518464811,0
1997-08-04,8191.0,-0.0038747693833617244,2
1997-08-05,8198.2001953125,0.000878651269119083,0
1997-08-06,8186.7998046875,-0.0013915645364287292,0
1997-08-07,8258.7998046875,0.008756197613414668,2
1997-08-08,8182.2001953125,-0.009318187899450416,2
1997-08-11,8030.7998046875,-0.018676961903262596,2
1997-08-12,8066.5,0.004435558047204415,2
1997-08-13,7963.39990234375,-0.012863651048989053,2
1997-08-14,7928.7998046875,-0.004354356598010028,2
1997-08-15,7937.3798828125,0.0010815557532288024,0
1997-08-18,7701.60009765625,-0.030155119068676482,2
1997-08-19,7802.89990234375,0.013067334791760404,0
1997-08-20,7915.10009765625,0.014276892876543944,2
1997-08-21,8021.7001953125,0.013378054008853162,2
1997-08-22,7893.7001953125,-0.016085396124435086,2
1997-08-25,7888.7998046875,-0.0006209904365567167,2
1997-08-26,7859.2998046875,-0.003746488177916284,2
1997-08-27,7774.2998046875,-0.010874122364885894,0
1997-08-28,7784.2998046875,0.0012854629115833316,2
1997-08-29,7694.0,-0.011668055316458235,2
1997-09-02,7631.7001953125,-0.00813015354053906,2
1997-09-03,7875.7998046875,0.03148409126501101,2
1997-09-04,7894.60009765625,0.0023842517616888023,2
1997-09-05,7867.2001953125,-0.0034767513145494305,0
1997-09-08,7821.7099609375,-0.005799046766697602,0
1997-09-09,7835.0,0.00169768007296699,2
1997-09-10,7847.7001953125,0.0016196443126049712,0
1997-09-11,7716.9599609375,-0.01680002108186926,2
1997-09-12,7661.0,-0.007277975504035918,2
1997-09-15,7743.39990234375,0.010698331487523265,0
1997-09-16,7722.7998046875,-0.0026638877330568364,0
1997-09-17,7897.60009765625,0.022381960924979065,0
1997-09-18,7882.39990234375,-0.0019265145771534852,0
1997-09-19,7923.0,0.005137508346128905,0
1997-09-22,7918.7001953125,-0.0005428463788706677,2
1997-09-23,7997.2998046875,0.009876884687353673,2
1997-09-24,7972.2998046875,-0.0031309514369964584,0
1997-09-25,7906.7001953125,-0.008262482848310087,2
1997-09-26,7848.7998046875,-0.007349897023614971,0
